time,0
0,75.14000984838002
7,74.78680379265658
14,75.17358376537938
21,74.41039540985885
28,74.72598897316153
35,76.12384666322491
42,75.44241378664617
49,75.43943658907428
56,75.23157619153478
63,75.91954929067188
70,76.24198910881243
77,75.59016940568985
84,77.11246857596763
91,76.03998496218756
98,76.15601231828889
105,76.65410503521956
112,76.35428439311137
119,77.0501197081675
126,76.516923379517
133,77.85374205660989
140,77.14961212688281
147,77.04442523000948
154,76.92452051744473
161,77.6169470460285
168,77.02464456152893
175,77.6350684975168
182,77.34019762912651
189,78.03825585124831
196,78.1619393231075
203,77.02501825546831
210,77.4593472752729
217,78.47062054918506
224,78.9789290991746
231,77.78948079659327
238,78.32473548215891
245,78.47766663881843
252,78.62560085303888
259,79.59113756166828
266,79.08295703036293
273,78.96642530253563
280,79.2145060956579
287,78.34491863404472
294,79.0040048418555
301,79.34568868124018
308,79.39480120068471
315,79.30839434409566
322,79.43764122393381
329,79.04255282331383
336,78.84353707518746
343,80.05429423680957
350,80.35499872813452
357,81.14386671049255
364,80.06811832334638
371,80.46873686148547
378,79.69872895099198
385,80.60194880768516
392,80.2670119614506
399,79.94461461297409
406,81.06516718854029
413,80.5384643092467
420,80.0284160986221
427,79.99927336463571
434,81.27749796406405
441,80.89508209665142
448,81.04887016160133
455,81.12388076569638
462,81.35466789307111
469,81.71807272362051
476,82.28661696891575
483,81.31109255908927
490,81.55852005922324
497,81.84040697824966
504,81.99325238407039
511,81.36967967999935
518,80.9142020370217
525,81.717339078671
532,82.26988228279147
539,82.49021791552866
546,82.61244721800443
