time,0
0,74.85020778360334
7,75.45784408423447
14,75.58029589335527
21,74.9616167326457
28,74.91837510010141
35,74.90583602425983
42,75.41678132622144
49,74.38871487508149
56,74.94988138619938
63,74.8051291326661
70,73.74190392165721
77,74.75098460752993
84,76.60337237892789
91,73.79981714296102
98,74.02033570057584
105,75.8837582948575
112,73.76244282033736
119,74.05664044526777
126,73.57248847327602
133,76.10684359005569
140,76.18721847079603
147,73.81364049576074
154,72.55750585284056
161,75.65872326585671
168,73.34802335017908
175,76.24248784933306
182,74.76975955254886
189,75.0016917592489
196,74.1285453293739
203,76.2643483122423
210,74.96494128825279
217,74.43171168925451
224,73.46199460386202
231,73.84239011758812
238,75.8666520099847
245,73.762270256822
252,73.68560742676047
259,73.22091309093139
266,74.70471863165942
273,74.46872481559554
280,73.87943911227552
287,72.85018240699665
294,74.16620398846138
301,73.26246870197335
308,74.42588990217364
315,75.04836498742704
322,73.20937375546036
329,74.15194483990317
336,75.05847410231009
343,75.34536587898755
350,74.99189935771221
357,74.80287283211517
364,72.85207209348515
371,72.61878178945206
378,74.10420233885604
385,73.2474829717416
392,74.17337233672683
399,73.45895358849056
406,74.49993008495757
413,74.59752382237446
420,73.81160189218693
427,71.7070406195762
434,74.14021870803572
441,75.28739424407432
448,72.859304328267
455,73.61502263126015
462,75.36257367779146
469,73.30277447091574
476,74.06051190534743
483,72.57500195669515
490,72.69987703037543
497,73.25345867989479
504,74.83188763369479
511,74.5804695570935
518,72.15383144827155
525,75.65861720535912
532,72.51352171836072
539,73.87029194679093
546,73.55662982501669
