time line,Change of Energy Intkae (Kcal/d),SE of Delta EI,Change of Energy Expenditure (Kcal/d),SE of Delta EE
7.0,879.3353341047892,1.0063578581190453,266.6423019616488,1.0244692319222575
21.0,-127.27194604041178,2.027285891926876,-6.662616485963726,2.055342653338898
35.0,430.9911027881138,2.6621571153594172,147.12380052147407,2.7118513408222644
49.0,-713.294610997321,3.1711046038944,-142.2503234472885,3.255434062452284
63.0,779.6790642213178,3.700005356851805,227.49240828734108,3.7461168216003706
77.0,1018.6437251128176,4.1862583771790955,303.0592978239408,4.261049850643336
91.0,1256.614669981832,4.587101478806394,439.94035810281673,4.840555886640883
105.0,-651.3374968468837,4.877411114531774,-50.81713941818114,5.183318956048375
119.0,690.227588287784,5.234213201852301,292.5618900501601,5.532326383052104
133.0,-386.6186758482595,5.505198986196776,2.5752898411973977,5.80347230827884
147.0,1040.0003800647748,5.751200461513807,399.17752128436877,6.110867401758325
161.0,-1273.7187558174392,5.973464568295992,-184.55163150019223,6.43376401460882
175.0,3103.3665688939905,6.199410171731982,994.7705396370098,6.7326520456250805
189.0,-1806.0455881708758,6.432321809279488,-289.5439987863777,7.045789897573075
203.0,1703.061423864873,6.68083964758551,631.5200756158084,7.288187178458838
217.0,-1101.674607837562,6.890259013639996,-80.51858729668685,7.630558127615211
231.0,1052.291721008313,7.107595947598215,456.8020564154874,7.7495460791561905
245.0,-1257.941000888044,7.315039040026936,-137.08192199608771,8.03690776849978
259.0,1026.925919850742,7.524374448956016,463.8951678269148,8.240288923723798
273.0,1117.3682875194202,7.663985706389451,525.5185796335501,8.5333521276661
287.0,-941.2463368738951,7.806486577651526,-20.889078064727663,8.689233826542909
301.0,2037.5277151095706,7.967788747793691,801.2089263991427,8.985296833932807
315.0,-455.8011095658853,8.216919275500837,160.22186040800835,9.338529095403675
329.0,419.3589106677266,8.385160548776874,403.8150706692014,9.566735172966755
343.0,-447.2278268852633,8.501173006348713,189.08352528528704,9.75856442416841
357.0,2332.028165934167,8.565372526342552,947.3043069431784,9.918710035675211
371.0,459.20002042852417,8.697208050756108,480.80863208780653,10.198174482854668
385.0,-3106.914600145235,8.931808303072389,-488.74282172531014,10.365551518734293
399.0,1552.4179319188977,9.10044012108334,753.6980344649432,10.592647527742283
413.0,2768.422639882498,9.221882455612434,1112.20809774002,10.894457902730073
427.0,-2827.0648968218725,9.39761361591768,-368.77567584377,11.119133511644325
441.0,1176.9974932627583,9.519026498961564,664.9153265015957,11.137969256715525
455.0,916.0500330909632,9.629572108934221,627.0122702746361,11.423366831477614
469.0,2187.7006760791915,9.80727525623257,1003.6978162261012,11.826699200742384
483.0,-190.06164556590645,9.903530831648693,408.9001848574624,12.115239708316498
497.0,157.4077452742939,10.050307398428494,492.12393553131466,12.235674429527721
511.0,-676.5211249086699,10.194523087205958,293.276200135044,12.535858571198942
525.0,-383.575454204863,10.340913856735995,358.35286704952705,12.662632412829845
539.0,801.0436986581617,10.49820066739214,682.3351646489638,12.91968079059106
